"id","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","age"
"1695900060",535000,4,1,1610,2982,1.5,0,0,4,7,1610,0,1925,0,90
"7278700070",660000,3,2.5,2400,6474,1,0,2,3,8,1560,840,1964,0,51
"6675500070",391500,3,2,1450,9132,1,0,0,3,7,1450,0,1987,0,27
"3626039187",395000,2,1,770,6000,1,0,0,3,6,770,0,1953,0,62
"3524049083",445000,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,90
"3275860240",770000,3,2.25,2910,10204,2,0,0,3,9,2910,0,1990,0,24
"4389200955",1450000,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,101
"4058801670",445000,3,2.25,2100,8201,1,0,2,3,8,1620,480,1967,0,47
"8732020310",260000,4,2.25,2160,8811,1,0,0,3,8,1360,800,1978,0,36
"2331300505",822500,5,3.5,2320,4960,2,0,0,5,7,1720,600,1926,0,88
"7853210060",430000,4,2.5,2070,4310,2,0,0,3,7,2070,0,2004,0,11
"3668000070",212000,3,1.75,1060,7875,1,0,0,4,7,1060,0,1986,0,29
"9545240070",660500,4,2.25,2010,9603,1,0,0,3,8,1440,570,1986,0,29
"1243100136",784000,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,25
"8929000270",453246,3,2.5,2010,2287,2,0,0,3,8,1390,620,2014,0,0
"2767602356",675000,4,3.5,2140,2278,3,0,0,3,9,2140,0,2005,0,10
"921049315",199000,3,1.75,1320,17390,1,0,0,4,7,1320,0,1956,0,58
"3655000070",220000,4,1.75,2020,7840,1,0,0,3,7,1010,1010,1968,0,46
"4027700812",452000,4,2.25,2590,10002,1,0,0,4,8,1340,1250,1968,0,46
"3992700335",382500,2,1,1190,4440,1,0,0,3,6,1190,0,1981,0,33
"2767603505",519950,3,2.25,1170,1249,3,0,0,3,8,1170,0,2014,0,0
"4232901525",665000,2,1,1110,3200,1,0,0,3,7,1110,0,1925,0,89
"1777500060",527700,5,2.5,2820,9375,1,0,0,4,8,1550,1270,1968,0,46
"1432900240",205000,3,1,1610,8579,1,0,0,4,7,1010,600,1962,0,53
"6140100875",420000,3,1,1060,8097,1,0,0,4,7,940,120,1923,0,92
"6071600370",5e+05,4,2.25,2030,8517,1,0,0,4,8,1380,650,1961,0,54
"1526069017",921500,4,2.5,3670,315374,2,0,0,4,9,3670,0,1994,0,20
"809001525",890000,4,1,2550,4000,2,0,0,3,8,2370,180,1905,0,109
"3224079105",430000,2,2.5,2420,60984,2,0,0,3,7,2420,0,2007,0,7
"8075400570",258000,5,2,2260,12500,1,0,0,4,8,1130,1130,1960,0,54
"1994200024",511000,3,1,1430,3455,1,0,0,3,7,980,450,1947,0,67
"3362900810",532170,3,2,1360,3090,2,0,0,3,8,1360,0,1990,0,24
"1324300398",560000,3,1,1110,5000,1.5,0,0,3,7,1110,0,1947,0,68
"537000445",282950,3,1,1250,8200,1,0,0,4,7,1250,0,1954,0,61
"7855801670",2250000,4,3.25,5180,19850,2,0,3,3,12,3540,1640,2006,0,9
"7920100045",350000,1,1,700,5100,1,0,0,3,7,700,0,1942,0,72
"8960000030",215000,3,1,1180,7669,1,0,0,4,7,1180,0,1967,0,47
"6388930390",650000,5,3.5,3960,25245,2,0,0,3,9,2500,1460,1996,0,18
"8731900200",320000,4,2.75,2640,7500,1,0,0,3,8,1620,1020,1967,0,47
"8029200135",247000,3,2,1270,7198,1.5,0,0,3,7,1270,0,1916,2013,98
"1081200350",320000,4,1.75,1760,11180,1,0,0,4,8,1760,0,1968,0,46
"84000105",255000,5,2.25,2060,8632,1,0,0,3,7,1030,1030,1962,0,52
"3756500060",438000,3,1.75,1780,9660,1,0,0,3,7,1780,0,1962,0,53
"7215720160",9e+05,3,2.5,3400,16603,2,0,0,3,10,3400,0,2000,0,15
"3574800520",441000,3,2.75,1910,7280,1,0,0,3,7,1160,750,1979,0,35
"2617300160",420000,3,2,2020,38332,1,0,0,4,7,1010,1010,1975,0,39
"2558660270",370000,3,1.75,1580,7000,1,0,0,3,7,1180,400,1976,0,38
"2009000370",269950,2,1.75,1340,7250,1,0,0,5,5,700,640,1949,0,66
"1836980160",807100,4,2.5,2680,4499,2,0,0,3,9,2680,0,1999,0,16
"3261020370",653000,3,2.5,2680,9750,1,0,0,4,8,1610,1070,1979,0,35
"1755700060",371500,3,2,1370,8336,1,0,0,5,7,1370,0,1964,0,50
"4330600435",284000,3,1.75,1560,21000,1,0,0,3,7,1560,0,1954,0,61
"9542800700",272000,3,1.75,2160,7140,1,0,0,4,7,1670,490,1978,0,37
"1999700045",313000,3,1.5,1340,7912,1.5,0,0,3,7,1340,0,1955,0,59
"1762600070",917500,4,2.5,3880,35003,2,0,0,3,10,2570,1310,1984,0,31
"1687900520",673000,4,2.25,2590,8190,2,0,0,4,8,2590,0,1980,0,34
"7234600798",425000,3,2.5,1120,1100,2,0,0,3,8,820,300,2008,0,7
"3881900445",399950,5,2.75,1970,5400,1,0,0,3,7,1320,650,1986,0,28
"2254502445",385000,3,1,1220,4800,1,0,0,3,6,1220,0,1901,0,113
"5437810320",269950,3,1.5,1950,7560,1,0,2,4,7,1320,630,1975,0,39
"9158100075",330000,2,1,1350,8220,1,0,0,3,7,1060,290,1949,0,66
"3830630310",260000,3,2.5,1670,5797,2,0,0,3,7,1670,0,1988,0,26
"8123100045",470000,4,3,2380,5125,1.5,0,0,4,7,1680,700,1925,0,90
"3127200041",589000,4,3,2440,9600,2,0,0,5,7,2440,0,1961,0,53
"6661200320",163500,2,1.5,1050,3419,2,0,0,3,7,1050,0,1996,0,18
"11510310",835000,4,2.75,3130,13412,2,0,0,3,9,2140,990,1993,0,21
"825059270",1095000,5,3,4090,12850,1,0,2,4,10,2090,2000,1986,0,28
"8731951370",269000,4,1.75,1490,10000,1,0,0,4,8,1100,390,1969,0,46
"1954440060",560000,3,2.5,1900,8744,2,0,0,3,8,1900,0,1987,0,27
"2264500350",615000,4,1,1330,2400,1.5,0,0,4,6,1330,0,1901,0,114
"1115810060",585188,3,2.25,2230,10026,1,0,0,3,8,1430,800,1975,0,39
"9477200200",305000,3,1.75,1650,9480,1,0,0,3,7,1220,430,1977,0,37
"1432600560",166950,3,1,1190,8820,1,0,0,3,6,1190,0,1959,0,55
"2287000060",799000,3,2.5,2140,9897,1,0,0,4,8,2140,0,1959,0,55
"3663500060",4e+05,3,2.5,2180,7508,1,0,0,4,7,1420,760,1962,0,52
"3996900125",230000,3,1,1060,10228,1,0,0,3,7,1060,0,1948,0,66
"7796450200",256883,3,2.5,1690,5025,2,0,0,3,8,1690,0,2003,0,11
"7549802535",423000,4,2,1970,6480,1.5,0,0,5,7,1130,840,1920,0,94
"3278600320",465000,3,2.5,2150,4084,2,0,0,3,8,2150,0,2007,0,7
"2824079053",440000,3,2.5,1910,66211,2,0,0,3,7,1910,0,1997,0,18
"1222069094",385000,3,1.75,1350,155073,1,0,0,4,7,1350,0,1969,0,45
"3542300060",210000,3,1,860,11725,1,0,0,4,6,860,0,1943,0,72
"2222059065",297000,3,2.5,1940,14952,2,0,0,3,8,1940,0,1994,0,20
"7551300060",470000,3,1,1010,5000,1,0,0,3,7,1010,0,1952,0,62
"100600550",226500,3,1.5,1300,7370,1,0,0,4,7,900,400,1976,0,38
"3211100860",274250,3,1,910,8450,1,0,0,4,6,910,0,1962,0,53
"3456000310",840000,4,1.75,2480,11010,1,0,0,4,9,1630,850,1966,0,48
"9526600140",677900,3,2.5,2440,4587,2,0,0,3,8,2440,0,2010,0,4
"7465900060",425000,3,1,1010,5864,1,0,0,3,7,1010,0,1915,0,100
"1222000055",180250,2,0.75,900,9600,1,0,0,3,6,900,0,1941,0,73
"6300000550",464000,6,3,2300,3404,2,0,0,3,7,1600,700,1920,1994,94
"2310030510",320000,4,2.25,1550,7579,2,0,0,3,8,1550,0,1993,0,22
"1025049114",625504,3,2.25,1270,1566,2,0,0,3,8,1060,210,2014,0,0
"8677300550",592500,4,2.5,2240,12032,1,0,0,3,9,2240,0,1983,0,31
"4014400292",465000,3,2.5,2714,17936,2,0,0,3,9,2714,0,2005,0,10
"1102000196",477000,4,2.75,1720,6270,2,0,0,3,8,1720,0,1978,0,36
"257000138",280000,2,1,850,16400,1,0,0,3,6,850,0,1923,0,92
"46100204",1505000,5,3,3300,33474,1,0,3,3,9,1870,1430,1957,1991,58
"1909600046",445838,3,2.5,2250,5692,2,0,0,3,8,2250,0,2000,0,14
"1250202145",1072000,2,2.25,3900,14864,1,0,3,3,8,1950,1950,1947,0,67
"7611200125",467000,2,1.5,1320,10800,1,0,0,4,8,1320,0,1947,0,67
"5611500140",686000,4,2.5,2760,6440,2,0,0,3,10,2760,0,1999,0,15
"7138000260",279950,3,2,1750,9750,1,0,0,3,7,1350,400,1961,0,53
"626059335",527000,4,2.25,2330,19436,2,0,0,3,8,2330,0,1987,0,27
"1922059282",325000,3,2.25,2220,16020,1,0,0,4,8,1780,440,1966,0,48
"705700390",328000,3,2.25,2020,8379,2,0,0,3,7,2020,0,1994,0,20
"7454001200",390000,3,2.25,1250,7500,1,0,0,5,7,1250,0,1942,0,72
"8682281200",479950,2,2,1510,6516,1,0,0,3,8,1510,0,2005,0,10
"7972000200",264950,4,2.25,1720,9753,1,0,0,4,7,1120,600,1978,0,36
"722059070",235000,3,1,1430,15246,1,0,0,4,7,980,450,1961,0,54
"7202340400",516500,3,2.5,1480,4729,2,0,0,3,7,1480,0,2004,0,11
"8096000060",655000,2,1.75,1450,15798,2,1,4,3,7,1230,220,1915,1978,100
"2424000060",5e+05,4,2.75,2280,15347,1,0,0,5,7,2280,0,1960,0,54
"9264902050",315000,6,2.75,2940,7350,1,0,0,3,8,1780,1160,1978,0,36
"943100260",213000,2,1,1000,10200,1,0,0,3,6,1000,0,1961,0,53
"3677400445",475000,3,1.5,2480,5280,1.5,0,0,5,7,1620,860,1947,0,67
"1762600320",1025000,5,4,3760,28040,2,0,0,3,10,3760,0,1983,0,31
"4058000060",416000,3,2,2220,94300,1,0,0,5,7,1640,580,1976,0,39
"7228500560",410000,4,1,1970,4740,1.5,0,0,3,7,1670,300,1904,2005,111
"326069104",8e+05,3,3.5,3830,221284,2,0,0,3,10,3530,300,1993,0,21
"5152100060",472000,6,2.5,4410,14034,1,0,2,4,9,2350,2060,1965,0,49
"3584000310",225000,3,1.75,1430,8505,1,0,0,4,7,1430,0,1968,0,46
"8150100045",210000,2,1,830,6000,1,0,0,3,6,830,0,1940,0,74
"1868901275",455000,2,1,1430,5000,1.5,0,0,2,7,1430,0,1925,0,90
"6131600075",225000,3,1,1300,8316,1,0,0,4,6,1300,0,1954,0,61
"9468200125",480000,2,1,1030,3060,1,0,2,4,7,790,240,1918,0,96
"8029510030",363000,3,2.5,2740,11872,2,0,0,3,9,2740,0,1990,0,25
"2025069065",2400000,4,2.5,3650,8354,1,1,4,3,9,1830,1820,2000,0,14
"7899800890",181000,2,1.5,720,5120,1,0,0,3,6,720,0,1954,0,61
"3021059276",250000,4,2,2010,7312,1,0,0,4,7,2010,0,1976,0,39
"3797001895",481000,3,1.75,1560,3000,1,0,0,4,6,770,790,1918,0,97
"3832710960",260000,3,2,1810,7209,1,0,0,4,7,1240,570,1978,0,36
"1310430400",455000,4,2.5,3360,7685,2,0,0,3,9,3360,0,2001,0,13
"1422300030",415000,3,2.25,1510,36224,2,0,0,3,8,1510,0,1991,0,24
"1105000588",349500,3,1,1400,3538,1,0,0,3,7,800,600,1953,0,62
"3830630060",245000,3,2.5,1730,7442,2,0,0,3,7,1730,0,1987,0,27
"5101404898",592500,2,2,1420,9191,1.5,0,2,5,7,1420,0,1928,0,86
"7972601890",385000,4,1.75,2360,7620,1,0,0,4,7,1180,1180,1955,0,59
"5127001620",315000,3,1.75,1580,11455,1,0,0,4,7,1200,380,1974,0,41
"9407100800",255000,3,1,1230,10170,1,0,0,3,7,1230,0,1979,0,35
"1873100060",693000,4,2.5,2460,4425,2,0,0,3,8,2460,0,2006,0,8
"8722101360",780000,3,1,1660,4400,1.5,0,0,3,8,1460,200,1911,0,103
"8644000060",237000,3,1.75,1270,8470,1,0,0,4,7,1270,0,1960,0,54
"3325069129",525000,3,2.25,2100,40510,2,0,0,3,10,1320,780,1979,0,35
"1400300055",425000,2,1,770,5040,1,0,0,3,5,770,0,1930,0,85
"2123039032",369900,1,0.75,760,10079,1,1,4,5,5,760,0,1936,0,78
"8078560140",290000,4,2.5,1700,7280,2,0,0,4,7,1700,0,1988,0,26
"3438500192",285000,3,1,1120,10701,1,0,0,3,7,1120,0,1954,0,60
"7974200510",415000,2,1,1070,4500,1,0,0,3,7,1070,0,1937,0,77
"2557000400",272500,3,2.5,2070,9900,1,0,0,3,8,1420,650,1979,0,36
"7960900060",2900000,4,3.25,5050,20100,1.5,0,2,3,11,4750,300,1982,2008,33
"4054500390",1365000,4,4.75,5310,57346,2,0,0,4,11,5310,0,1989,0,25
"6378500125",436000,2,1,1040,7538,1,0,0,4,7,1040,0,1939,0,76
"1745100140",210000,3,1,1700,11390,1,0,0,4,7,1700,0,1967,0,47
"2976800796",236000,3,1,1300,5898,1,0,0,3,7,1300,0,1961,0,53
"4235400186",331000,3,1.75,1080,1306,1,0,0,3,7,580,500,1954,2003,60
"4215100060",365000,3,2.5,2653,4510,2,0,0,3,8,2653,0,2006,0,9
"9189700045",450000,3,2,2290,16258,1,0,0,5,8,2290,0,1960,0,55
"1126049053",770000,4,2.75,3820,26300,2,0,0,3,9,2850,970,2014,0,0
"2022069200",455000,4,2.5,2210,49375,1,0,0,3,8,2210,0,1997,0,18
"9412900055",405000,3,1.75,2390,6000,1,0,0,3,6,1240,1150,1908,0,107
"1722059235",304900,4,1.75,2600,11325,1,0,0,4,7,1610,990,1969,0,45
"6874200960",170000,2,1,860,5265,1,0,0,3,6,860,0,1931,0,84
"7424700045",2050000,5,3,3830,8480,2,0,1,5,9,2630,1200,1905,1994,110
"7202360350",780000,4,2.5,3500,7048,2,0,0,3,9,3500,0,2005,0,9
"5634500392",330000,3,3,2420,13959,1,0,0,4,8,1740,680,1988,0,27
"1509500060",370000,4,2.5,2720,8666,2,0,0,3,9,2720,0,1992,0,22
"7214810350",467000,5,2.25,2500,13500,1,0,0,3,7,1850,650,1979,0,35
"6647200060",405000,3,1.75,1670,6720,1,0,0,3,7,1140,530,1980,0,35
"9552700140",675000,5,2.25,2900,10300,1,0,0,3,8,1450,1450,1985,0,29
"2200500350",5e+05,2,1,1640,14100,1,0,0,4,7,1140,500,1954,0,60
"6113400046",389999,4,2.5,1890,15770,2,0,0,4,7,1890,0,1968,0,46
"6619910140",630000,4,1.75,2950,9025,1,0,2,4,8,1780,1170,1975,0,40
"1115450240",360000,4,2.5,2160,9528,2,0,0,3,9,2160,0,1992,0,22
"6073240060",580000,4,3,3280,11060,2,0,0,3,8,2270,1010,1986,0,28
"9297300045",550000,3,2,1970,4166,2,0,3,5,8,1270,700,1929,0,85
"9510920070",879000,4,2.5,3360,22111,2,0,0,3,10,3360,0,1994,0,20
"5468730030",265000,3,2,1320,8959,1,0,0,3,7,1320,0,1993,0,21
"8079030390",446500,3,2.5,2650,7286,2,0,0,3,8,2650,0,1990,0,25
"600000152",404000,3,1.5,2030,8880,1,0,0,3,7,1330,700,1963,0,51
"1840000030",267500,3,1.75,1590,11914,1,0,2,3,7,1090,500,1957,0,57
"3225069065",3075000,4,5,4550,18641,1,1,4,3,10,2600,1950,2002,0,12
"3260800030",335000,3,2.5,2440,7632,2,0,0,3,8,2440,0,1998,0,16
"2747100024",576000,3,2.5,1940,9000,1,0,0,4,7,970,970,1948,0,66
"5104530560",208633,3,2.5,2040,3810,2,0,0,3,8,2040,0,2006,0,9
"4330600350",315000,3,2.25,2200,8750,1,0,0,4,7,1120,1080,1964,0,51
"5016001535",725000,3,1.75,1920,3300,1,0,0,4,8,960,960,1913,0,102
"7280300196",550000,4,2.75,1800,7750,1,0,0,4,8,1400,400,1965,0,50
"8651520400",610750,4,2.25,2180,7297,2,0,0,3,8,2180,0,1984,0,30
"7171200445",550700,2,1,1010,5000,1.5,0,0,4,6,1010,0,1908,0,107
"3204800200",665000,4,2.75,3320,10574,2,0,0,5,8,2220,1100,1960,0,55
"3416600800",834000,4,2.5,2370,4000,1.5,0,2,5,8,1980,390,1928,0,87
"7994700030",201000,5,1.75,1660,78408,1.5,0,0,3,6,1660,0,1915,0,99
"1860600135",2384000,5,2.5,3650,9050,2,0,4,5,10,3370,280,1921,0,93
"4139480200",1384000,4,3.25,4290,12103,1,0,3,3,11,2690,1600,1997,0,17
"4139480200",1400000,4,3.25,4290,12103,1,0,3,3,11,2690,1600,1997,0,17
"1328320800",305000,4,2.25,1950,7700,1,0,0,3,8,1350,600,1979,0,35
"7771300125",487000,3,2,2590,14052,1,0,0,5,8,1720,870,1948,0,67
"3422059208",390000,3,2.5,1930,64904,1,0,0,4,8,1930,0,1988,0,27
"9521101455",548000,2,1,1470,3864,1,0,0,4,7,1170,300,1916,0,98
"4337000335",268750,4,1,800,8775,1,0,0,3,6,800,0,1943,0,71
"325059286",819900,5,2.75,3150,7119,2,0,0,3,9,3150,0,2013,0,1
"2597650240",520000,3,2.25,2030,16200,2,0,0,3,8,2030,0,1984,0,30
"3353400435",230000,3,2,1450,11204,1,0,0,3,7,1450,0,2003,0,11
"7972000240",240000,3,1.75,1510,10248,1,0,0,3,7,1510,0,1969,0,46
"7520000520",232000,2,1,1240,12092,1,0,0,3,6,960,280,1922,1984,92
